"Education_Fact_ID","Location_ID","Indicator_ID","Source_ID","Year_ID","Total","Female","Male","Urban","Rural","Poorest","Second","Middle","Fourth","Richest","ISOCode","CountryAndAreaName","RegionName","DevlopmentStage","Indicator_Type","Data_Year","Source_Type","Source_Desc"
"1617","161","7","5","8","44.2000007629395","41.9000015258789","47.2999992370605","64.5999984741211","19.5","8.30000019073486","15.6000003814697","35.2000007629395","55.2000007629395","75.8000030517578","SLE","Sierra Leone","SSA","Least Developed","Completion Rate - Lower Secondary","2017","MICS","Multiple Indicator Cluster Surveys"
"1618","162","7","0","0","","","","","","","","","","","SGP","Singapore","EAP","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1619","163","7","0","0","","","","","","","","","","","SVK","Slovakia","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1620","164","7","0","0","","","","","","","","","","","SVN","Slovenia","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1621","165","7","0","0","","","","","","","","","","","SLB","Solomon Islands","EAP","Least Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1622","166","7","0","0","","","","","","","","","","","SOM","Somalia","SSA","Least Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1623","167","7","4","7","88.4525985717773","91.3883056640625","85.4178009033203","91.2840423583984","83.9545364379883","74.0435333251953","85.2896575927734","91.2179489135742","95.5476379394531","98.4489822387695","ZAF","South Africa","SSA","Less Developed","Completion Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"1624","168","7","5","1","15.1099967956543","9.76071357727051","22.3006076812744","25.1973915100098","10.4482831954956","2.78671669960022","5.75533628463745","9.08886528015137","13.3667516708374","31.2402591705322","SSD","South Sudan","SSA","Least Developed","Completion Rate - Lower Secondary","2010","MICS","Multiple Indicator Cluster Surveys"
"1625","169","7","0","0","","","","","","","","","","","ESP","Spain","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1626","170","7","4","7","95.1448287963867","96.2851409912109","93.983772277832","95.3377456665039","95.1064682006836","89.0119323730469","96.0487976074219","95.8444595336914","97.6905212402344","97.8625564575195","LKA","Sri Lanka","SA","Less Developed","Completion Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"1627","171","7","5","5","85.9000015258789","92.5999984741211","79.9000015258789","85.9000015258789","88.0999984741211","76.6999969482422","86.0","84.4000015258789","89.3000030517578","92.9000015258789","PSE","State of Palestine","MENA","Less Developed","Completion Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"1628","172","7","5","5","50.3478050231934","51.9697113037109","48.7779922485352","68.7509918212891","41.3418502807617","26.2408714294434","32.9617156982422","39.4762535095215","60.4447059631348","87.8967437744141","SDN","Sudan","SSA","Least Developed","Completion Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"1629","173","7","5","9","49.3744888305664","57.9110450744629","41.0797004699707","53.6208152770996","35.8943901062012","23.1047515869141","34.8717308044434","53.9936790466309","60.1737060546875","77.1562728881836","SUR","Suriname","LAC","Less Developed","Completion Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"1630","174","7","0","0","","","","","","","","","","","SWE","Sweden","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1631","175","7","0","0","","","","","","","","","","","CHE","Switzerland","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1632","176","7","0","0","","","","","","","","","","","SYR","Syrian Arab Republic","MENA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1633","177","7","4","8","94.1867599487305","93.4544143676758","95.3546981811523","94.7868041992188","93.9423980712891","92.961540222168","91.3530426025391","94.5927581787109","95.1786727905273","95.7250747680664","TJK","Tajikistan","ECA","Less Developed","Completion Rate - Lower Secondary","2017","DHS","Demographic and Health Surveys"
"1634","178","7","5","10","86.2076721191406","91.8665237426758","81.1205291748047","89.6061706542969","83.1361465454102","65.6882400512695","85.2758102416992","87.9220504760742","91.4724044799805","98.3497543334961","THA","Thailand","EAP","Less Developed","Completion Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"1635","179","7","4","7","66.0397796630859","69.677131652832","62.577938079834","86.1398086547852","53.9567947387695","32.919750213623","46.6665840148926","62.9953308105469","76.5519943237305","90.7379684448242","TLS","Timor-Leste","EAP","Least Developed","Completion Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"1636","180","7","5","8","47.3920135498047","39.1099586486816","54.9226722717285","60.3921165466309","36.3423271179199","22.7357597351074","33.1308898925781","44.8333435058594","55.8779220581055","67.9922027587891","TGO","Togo","SSA","Least Developed","Completion Rate - Lower Secondary","2017","MICS","Multiple Indicator Cluster Surveys"
"1637","181","7","0","0","","","","","","","","","","","TKL","Tokelau","EAP","Not Classified","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1638","182","7","5","10","70.8791732788086","76.237907409668","65.1753540039062","82.472297668457","66.8606872558594","52.1706848144531","55.7885437011719","67.9173431396484","83.8701934814453","89.7743301391602","TON","Tonga","EAP","Less Developed","Completion Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"1639","183","7","0","0","","","","","","","","","","","TTO","Trinidad and Tobago","LAC","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1640","184","7","5","9","74.1999969482422","80.1999969482422","68.4000015258789","81.6999969482422","59.2000007629395","52.5999984741211","66.6999969482422","77.5999984741211","84.6999969482422","94.6999969482422","TUN","Tunisia","MENA","Less Developed","Completion Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"1641","185","7","4","4","93.9428558349609","91.654052734375","96.0899047851562","94.75146484375","90.794921875","82.8329544067383","92.7860412597656","97.301399230957","96.4569244384766","100.0","TUR","Turkey","ECA","Less Developed","Completion Rate - Lower Secondary","2013","DHS","Demographic and Health Surveys"
"1642","186","7","5","7","99.5071792602539","99.528564453125","99.4792785644531","99.4051055908203","99.5649795532227","98.9996032714844","99.1228485107422","100.0","99.8549575805664","99.4976806640625","TKM","Turkmenistan","ECA","Less Developed","Completion Rate - Lower Secondary","2016","MICS","Multiple Indicator Cluster Surveys"
"1643","187","7","0","0","","","","","","","","","","","TCA","Turks and Caicos Islands","LAC","Not Classified","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1644","188","7","0","0","","","","","","","","","","","TUV","Tuvalu","EAP","Least Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1645","189","7","4","7","24.9117164611816","23.3248519897461","26.8554801940918","45.0647239685059","17.3494091033936","7.18624067306519","9.8114652633667","15.7651042938232","27.5136566162109","51.9998245239258","UGA","Uganda","SSA","Least Developed","Completion Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"1646","190","7","5","3","99.5999984741211","99.5999984741211","99.5999984741211","99.5","99.8000030517578","99.6999969482422","98.5","100.0","100.0","100.0","UKR","Ukraine","ECA","More Developed","Completion Rate - Lower Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"1647","191","7","0","0","","","","","","","","","","","ARE","United Arab Emirates","MENA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1648","192","7","0","0","","","","","","","","","","","GBR","United Kingdom","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1649","193","7","4","6","28.6000003814697","26.7000007629395","30.8999996185303","47.7000007629395","16.6000003814697","7.0","7.5","16.5","30.0","59.7000007629395","TZA","United Republic of Tanzania","SSA","Least Developed","Completion Rate - Lower Secondary","2015","DHS","Demographic and Health Surveys"
"1650","194","7","0","0","","","","","","","","","","","USA","United States","NA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1651","195","7","5","4","68.5289611816406","72.5693283081055","65.631591796875","70.4767990112305","51.7335166931152","29.030294418335","70.4971542358398","65.5635833740234","86.8171157836914","84.9693222045898","URY","Uruguay","LAC","Less Developed","Completion Rate - Lower Secondary","2013","MICS","Multiple Indicator Cluster Surveys"
"1652","196","7","0","0","","","","","","","","","","","UZB","Uzbekistan","ECA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1653","197","7","0","0","","","","","","","","","","","VUT","Vanuatu","EAP","Least Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1654","198","7","0","0","","","","","","","","","","","VEN","Venezuela (Bolivarian Republic of)","LAC","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1655","199","7","5","5","83.6999969482422","86.5999984741211","80.9000015258789","89.1999969482422","81.0999984741211","59.7999992370605","83.8000030517578","88.0999984741211","92.9000015258789","97.5","VNM","Viet Nam","EAP","Less Developed","Completion Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"1656","200","7","4","4","46.2999992370605","39.2999992370605","54.5","64.8000030517578","37.2999992370605","19.3999996185303","33.5","46.4000015258789","52.0999984741211","72.6999969482422","YEM","Yemen","MENA","Least Developed","Completion Rate - Lower Secondary","2013","DHS","Demographic and Health Surveys"
"1657","201","7","4","9","51.6462745666504","49.6093521118164","54.0518684387207","72.8169708251953","34.2634468078613","14.8731317520142","27.858943939209","48.710750579834","62.9679183959961","86.5786209106445","ZMB","Zambia","SSA","Least Developed","Completion Rate - Lower Secondary","2018","DHS","Demographic and Health Surveys"
"1658","202","7","5","10","48.5999984741211","52.9000015258789","44.5","71.5999984741211","37.7000007629395","20.6000003814697","34.5999984741211","43.2999992370605","57.9000015258789","78.5","ZWE","Zimbabwe","SSA","Less Developed","Completion Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"1659","1","8","4","6","22.8953437805176","14.3653612136841","32.3155632019043","38.9130706787109","16.607442855835","11.1871528625488","13.5280294418335","13.3341598510742","23.0419788360596","46.0001335144043","AFG","Afghanistan","SA","Least Developed","Completion Rate - Upper Secondary","2015","DHS","Demographic and Health Surveys"
"1660","2","8","4","9","77.9479598999023","79.8570556640625","76.226806640625","83.2813873291016","69.1002883911133","55.6784744262695","70.5988159179688","77.6318588256836","86.2699279785156","94.4731826782227","ALB","Albania","ECA","More Developed","Completion Rate - Upper Secondary","2018","DHS","Demographic and Health Surveys"
"1661","3","8","5","4","29.4152278900146","37.1669311523438","21.9530467987061","33.2899398803711","22.8077964782715","16.6543464660645","19.5544834136963","27.4038009643555","33.2800407409668","50.1108818054199","DZA","Algeria","MENA","Less Developed","Completion Rate - Upper Secondary","2013","MICS","Multiple Indicator Cluster Surveys"
"1662","4","8","0","0","","","","","","","","","","","AND","Andorra","ECA","More Developed","Completion Rate - Upper Secondary","Not Available","Not Available","Not Available"
"1663","5","8","4","7","18.7439002990723","15.210186958313","23.6981353759766","24.7914447784424","3.5873110294342","1.45348072052002","1.52614879608154","5.8134913444519","20.1943531036377","50.2361106872559","AGO","Angola","SSA","Least Developed","Completion Rate - Upper Secondary","2016","DHS","Demographic and Health Surveys"
